기관명,제목,분류,URL,이미지URL,시작일자,종료일자,주소,시간,비용,전화번호,주최기관명,홈페이지URL,작성일자
경기문화재단,단명소녀 투쟁기,공연,https://ggc.ggcf.kr/cultureEvents/view/661353d69b0daeaaea5ccb11,https://ggc.ggcf.kr/uploadimg/2023/file/단명소녀_1712542662504.jpg,2024-05-03,2024-05-05,,"금 19:30, 토 14:00, 17:00, 일 14:00","R석 30,000, S석 20,000",031-230-3302~4,"경기아트센터, 경기도극단",http://www.ggac.or.kr/?p=14_view&idSchedule=12184,2024-04-08
경기문화재단,단명소녀 투쟁기,공연,https://ggc.ggcf.kr/cultureEvents/view/661353d69b0daeaaea5ccb11,https://ggc.ggcf.kr/uploadimg/2023/file/단명소녀_1712542662504.jpg,2024-05-03,2024-05-05,,"금 19:30, 토 14:00, 17:00, 일 14:00","R석 30,000, S석 20,000",031-230-3302~4,"경기아트센터, 경기도극단",http://www.ggac.or.kr/?p=14_view&idSchedule=12184,2024-04-08
경기문화재단,걷는 식물,전시,https://ggc.ggcf.kr/cultureEvents/view/660e5c116e99ab625d4f7ca8,https://ggc.ggcf.kr/uploadimg/2023/file/unnamed_1712217102858.jpg,2024-04-12,2024-07-14,,11:00-18:00,"3,000원(카페 이용 시 관람 무료)",,아트센터화이트블럭/ 경기도 파주시,https://www.whiteblock.org,2024-04-04
경기문화재단,전곡리안의 하루,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60ff6e99ab625d4f7cb1,https://ggc.ggcf.kr/uploadimg/2023/file/전곡리안의하루_1712218354857.png,2024-04-06,2024-06-16,,"주말(토 ,일)","9,000원",,전곡선사박물관,https://jgpm.ggcf.kr/edus/287,2024-04-04
경기문화재단,1박2일 구석기 가족캠프,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60976e99ab625d4f7caf,https://ggc.ggcf.kr/uploadimg/2023/file/1박2일구석기가족캠프포스터_1712220989607.png,2024-03-29,2024-04-28,,,"120,000원",전곡선사박물관,전곡선사박물관,https://jgpm.ggcf.kr/edus/288,2024-04-04
경기문화재단,전곡리안의 하루,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60ff6e99ab625d4f7cb1,https://ggc.ggcf.kr/uploadimg/2023/file/전곡리안의하루_1712218354857.png,2024-04-06,2024-06-16,,"주말(토 ,일)","9,000원",,전곡선사박물관,https://jgpm.ggcf.kr/edus/287,2024-04-04
경기문화재단,1박2일 구석기 가족캠프,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60976e99ab625d4f7caf,https://ggc.ggcf.kr/uploadimg/2023/file/1박2일구석기가족캠프포스터_1712220989607.png,2024-03-29,2024-04-28,,,"120,000원",전곡선사박물관,전곡선사박물관,https://jgpm.ggcf.kr/edus/288,2024-04-04
경기문화재단,걷는 식물,전시,https://ggc.ggcf.kr/cultureEvents/view/660e5c116e99ab625d4f7ca8,https://ggc.ggcf.kr/uploadimg/2023/file/unnamed_1712217102858.jpg,2024-04-12,2024-07-14,,11:00-18:00,"3,000원(카페 이용 시 관람 무료)",,아트센터화이트블럭/ 경기도 파주시,https://www.whiteblock.org,2024-04-04
경기문화재단,전곡리안의 하루,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60ff6e99ab625d4f7cb1,https://ggc.ggcf.kr/uploadimg/2023/file/전곡리안의하루_1712218354857.png,2024-04-06,2024-06-16,,"주말(토 ,일)","9,000원",,전곡선사박물관,https://jgpm.ggcf.kr/edus/287,2024-04-04
경기문화재단,1박2일 구석기 가족캠프,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60976e99ab625d4f7caf,https://ggc.ggcf.kr/uploadimg/2023/file/1박2일구석기가족캠프포스터_1712220989607.png,2024-03-29,2024-04-28,,,"120,000원",전곡선사박물관,전곡선사박물관,https://jgpm.ggcf.kr/edus/288,2024-04-04
경기문화재단,걷는 식물,전시,https://ggc.ggcf.kr/cultureEvents/view/660e5c116e99ab625d4f7ca8,https://ggc.ggcf.kr/uploadimg/2023/file/unnamed_1712217102858.jpg,2024-04-12,2024-07-14,,11:00-18:00,"3,000원(카페 이용 시 관람 무료)",,아트센터화이트블럭/ 경기도 파주시,https://www.whiteblock.org,2024-04-04
경기문화재단,전곡리안의 하루,교육,https://ggc.ggcf.kr/cultureEvents/view/660e60ff6e99ab625d4f7cb1,https://ggc.ggcf.kr/uploadimg/2023/file/전곡리안의하루_1712218354857.png,2024-04-06,2024-06-16,,"주말(토 ,일)","9,000원",,전곡선사박물관,https://jgpm.ggcf.kr/edus/287,2024-04-04
경기문화재단,걷는 식물,전시,https://ggc.ggcf.kr/cultureEvents/view/660e5c116e99ab625d4f7ca8,https://ggc.ggcf.kr/uploadimg/2023/file/unnamed_1712217102858.jpg,2024-04-12,2024-07-14,,11:00-18:00,"3,000원(카페 이용 시 관람 무료)",,아트센터화이트블럭/ 경기도 파주시,https://www.whiteblock.org,2024-04-04
경기문화재단,4월의 헤리티지 드라이브,행사,https://ggc.ggcf.kr/cultureEvents/view/660d06b8a96bd650a2766367,https://ggc.ggcf.kr/uploadimg/2023/file/삼성화재모빌리티뮤지엄1_1712129705697.jpg,2024-04-01,2024-04-30,,,,031-320-9900,,www.stm.or.kr,2024-04-03
경기문화재단,힐러리 한 & 안드레아스 해플리거 듀오 리사이틀,공연,https://ggc.ggcf.kr/cultureEvents/view/660d15bba96bd650a276638d,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1712133562735.png,2024-05-12,2024-05-12,,15:00,R석 11만원 / S석 9만원 / A석 6만원,1522-0338,(재)광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=410,2024-04-03
경기문화재단,4월의 헤리티지 드라이브,행사,https://ggc.ggcf.kr/cultureEvents/view/660d06b8a96bd650a2766367,https://ggc.ggcf.kr/uploadimg/2023/file/삼성화재모빌리티뮤지엄1_1712129705697.jpg,2024-04-01,2024-04-30,,,,031-320-9900,,www.stm.or.kr,2024-04-03
경기문화재단,힐러리 한 & 안드레아스 해플리거 듀오 리사이틀,공연,https://ggc.ggcf.kr/cultureEvents/view/660d15bba96bd650a276638d,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1712133562735.png,2024-05-12,2024-05-12,,15:00,R석 11만원 / S석 9만원 / A석 6만원,1522-0338,(재)광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=410,2024-04-03
경기문화재단,4월의 헤리티지 드라이브,행사,https://ggc.ggcf.kr/cultureEvents/view/660d06b8a96bd650a2766367,https://ggc.ggcf.kr/uploadimg/2023/file/삼성화재모빌리티뮤지엄1_1712129705697.jpg,2024-04-01,2024-04-30,,,,031-320-9900,,www.stm.or.kr,2024-04-03
경기문화재단,4월의 헤리티지 드라이브,행사,https://ggc.ggcf.kr/cultureEvents/view/660d06b8a96bd650a2766367,https://ggc.ggcf.kr/uploadimg/2023/file/삼성화재모빌리티뮤지엄1_1712129705697.jpg,2024-04-01,2024-04-30,,,,031-320-9900,,www.stm.or.kr,2024-04-03
경기문화재단,힐러리 한 & 안드레아스 해플리거 듀오 리사이틀,공연,https://ggc.ggcf.kr/cultureEvents/view/660d15bba96bd650a276638d,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1712133562735.png,2024-05-12,2024-05-12,,15:00,R석 11만원 / S석 9만원 / A석 6만원,1522-0338,(재)광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=410,2024-04-03
경기문화재단,힐러리 한 & 안드레아스 해플리거 듀오 리사이틀,공연,https://ggc.ggcf.kr/cultureEvents/view/660d15bba96bd650a276638d,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1712133562735.png,2024-05-12,2024-05-12,,15:00,R석 11만원 / S석 9만원 / A석 6만원,1522-0338,(재)광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=410,2024-04-03
경기문화재단,공원탐험 피크닉,행사,https://ggc.ggcf.kr/cultureEvents/view/660b6f92f5b71e593d0e2bc5,https://ggc.ggcf.kr/uploadimg/2023/file/공원탐험_1712025512015.jpg,2024-04-02,2024-06-30,,,"15,000원",031-481-7065,"경기문화재단, 경기도미술관",https://gmoma.ggcf.kr/events/290,2024-04-02
경기문화재단,공원탐험 피크닉,행사,https://ggc.ggcf.kr/cultureEvents/view/660b6f92f5b71e593d0e2bc5,https://ggc.ggcf.kr/uploadimg/2023/file/공원탐험_1712025512015.jpg,2024-04-02,2024-06-30,,,"15,000원",031-481-7065,"경기문화재단, 경기도미술관",https://gmoma.ggcf.kr/events/290,2024-04-02
경기문화재단,공원탐험 피크닉,행사,https://ggc.ggcf.kr/cultureEvents/view/660b6f92f5b71e593d0e2bc5,https://ggc.ggcf.kr/uploadimg/2023/file/공원탐험_1712025512015.jpg,2024-04-02,2024-06-30,,,"15,000원",031-481-7065,"경기문화재단, 경기도미술관",https://gmoma.ggcf.kr/events/290,2024-04-02
경기문화재단,공원탐험 피크닉,행사,https://ggc.ggcf.kr/cultureEvents/view/660b6f92f5b71e593d0e2bc5,https://ggc.ggcf.kr/uploadimg/2023/file/공원탐험_1712025512015.jpg,2024-04-02,2024-06-30,,,"15,000원",031-481-7065,"경기문화재단, 경기도미술관",https://gmoma.ggcf.kr/events/290,2024-04-02
경기문화재단,추리 콘텐츠 '조선살인수사',행사,https://ggc.ggcf.kr/cultureEvents/view/660770030e2b421fad5463fc,https://ggc.ggcf.kr/uploadimg/2023/file/한국민속촌_1712541703063.png,2024-04-06,2024-11-10,,,,031-288-0000,,www.koreanfolk.co.kr,2024-03-30
경기문화재단,추리 콘텐츠 '조선살인수사',행사,https://ggc.ggcf.kr/cultureEvents/view/660770030e2b421fad5463fc,https://ggc.ggcf.kr/uploadimg/2023/file/한국민속촌_1712541703063.png,2024-04-06,2024-11-10,,,,031-288-0000,,www.koreanfolk.co.kr,2024-03-30
경기문화재단,추리 콘텐츠 '조선살인수사',행사,https://ggc.ggcf.kr/cultureEvents/view/660770030e2b421fad5463fc,https://ggc.ggcf.kr/uploadimg/2023/file/한국민속촌 _1711763454471.png,2024-04-06,2024-11-10,,,,031-288-0000,,www.koreanfolk.co.kr,2024-03-30
경기문화재단,[한국민속촌] 추리 콘텐츠 '조선살인수사' (4/6~11/10),행사,https://ggc.ggcf.kr/cultureEvents/view/660770030e2b421fad5463fc,https://ggc.ggcf.kr/uploadimg/2023/file/한국민속촌 _1711763454471.png,2024-04-06,2024-11-10,,,,031-288-0000,,www.koreanfolk.co.kr,2024-03-30
경기문화재단,추리 콘텐츠 '조선살인수사',행사,https://ggc.ggcf.kr/cultureEvents/view/660770030e2b421fad5463fc,https://ggc.ggcf.kr/uploadimg/2023/file/한국민속촌_1712541703063.png,2024-04-06,2024-11-10,,,,031-288-0000,,www.koreanfolk.co.kr,2024-03-30
경기문화재단,김교진 개인전 <우연한 순간들 - 어느 산책자가 본 일기>,전시,https://ggc.ggcf.kr/cultureEvents/view/66067a6e7960af76a6436a74,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1711700589182.jpg,2024-03-09,2024-04-28,,화-토 10:00-21:00 / 일 10:00?18:00           (월요일 및 공휴일 휴관),무료,02-6357-5003,관악문화재단,https://url.kr/chfg2k,2024-03-29
경기문화재단,김교진 개인전 <우연한 순간들 - 어느 산책자가 본 일기>,전시,https://ggc.ggcf.kr/cultureEvents/view/66067a6e7960af76a6436a74,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1711700589182.jpg,2024-03-09,2024-04-28,,화-토 10:00-21:00 / 일 10:00?18:00           (월요일 및 공휴일 휴관),무료,02-6357-5003,관악문화재단,https://url.kr/chfg2k,2024-03-29
경기문화재단,김교진 개인전 <우연한 순간들 - 어느 산책자가 본 일기>,전시,https://ggc.ggcf.kr/cultureEvents/view/66067a6e7960af76a6436a74,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1711700589182.jpg,2024-03-09,2024-04-28,,화-토 10:00-21:00 / 일 10:00?18:00           (월요일 및 공휴일 휴관),무료,02-6357-5003,관악문화재단,https://url.kr/chfg2k,2024-03-29
경기문화재단,김교진 개인전 <우연한 순간들 - 어느 산책자가 본 일기>,전시,https://ggc.ggcf.kr/cultureEvents/view/66067a6e7960af76a6436a74,https://ggc.ggcf.kr/uploadimg/2023/file/noname01_1711700589182.jpg,2024-03-09,2024-04-28,,화-토 10:00-21:00 / 일 10:00?18:00           (월요일 및 공휴일 휴관),무료,02-6357-5003,관악문화재단,https://url.kr/chfg2k,2024-03-29
경기문화재단,"Here, Ready, Art!",전시,https://ggc.ggcf.kr/cultureEvents/view/66037b6db09558557273fb5d,https://ggc.ggcf.kr/uploadimg/2023/file/해움새들_1711504107207.png,2024-03-26,2024-05-12,,,,031-906-3380,"해움새들, 고양특례시",https://haeumsaedeul.modoo.at/,2024-03-27
경기문화재단,선사인의 발명품,교육,https://ggc.ggcf.kr/cultureEvents/view/66037151b09558557273fb4e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711501619571.jpeg,2024-04-06,2024-06-08,,,"5,000원",경기도박물관 학예연구팀 031-288-5379,"경기문화재단, 경기도박물관",https://musenet.ggcf.kr/edus/298,2024-03-27
경기문화재단,"Here, Ready, Art!",전시,https://ggc.ggcf.kr/cultureEvents/view/66037b6db09558557273fb5d,https://ggc.ggcf.kr/uploadimg/2023/file/해움새들_1711504107207.png,2024-03-26,2024-05-12,,,,031-906-3380,"해움새들, 고양특례시",https://haeumsaedeul.modoo.at/,2024-03-27
경기문화재단,선사인의 발명품,교육,https://ggc.ggcf.kr/cultureEvents/view/66037151b09558557273fb4e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711501619571.jpeg,2024-04-06,2024-06-08,,,"5,000원",경기도박물관 학예연구팀 031-288-5379,"경기문화재단, 경기도박물관",https://musenet.ggcf.kr/edus/298,2024-03-27
경기문화재단,"Here, Ready, Art!",전시,https://ggc.ggcf.kr/cultureEvents/view/66037b6db09558557273fb5d,https://ggc.ggcf.kr/uploadimg/2023/file/해움새들_1711504107207.png,2024-03-26,2024-05-12,,,,031-906-3380,"해움새들, 고양특례시",https://haeumsaedeul.modoo.at/,2024-03-27
경기문화재단,선사인의 발명품,교육,https://ggc.ggcf.kr/cultureEvents/view/66037151b09558557273fb4e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711501619571.jpeg,2024-04-06,2024-06-08,,,"5,000원",경기도박물관 학예연구팀 031-288-5379,"경기문화재단, 경기도박물관",https://musenet.ggcf.kr/edus/298,2024-03-27
경기문화재단,"Here, Ready, Art!",전시,https://ggc.ggcf.kr/cultureEvents/view/66037b6db09558557273fb5d,https://ggc.ggcf.kr/uploadimg/2023/file/해움새들_1711504107207.png,2024-03-26,2024-05-12,,,,031-906-3380,"해움새들, 고양특례시",https://haeumsaedeul.modoo.at/,2024-03-27
경기문화재단,선사인의 발명품,교육,https://ggc.ggcf.kr/cultureEvents/view/66037151b09558557273fb4e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711501619571.jpeg,2024-04-06,2024-06-08,,,"5,000원",경기도박물관 학예연구팀 031-288-5379,"경기문화재단, 경기도박물관",https://musenet.ggcf.kr/edus/298,2024-03-27
경기문화재단,"Here, Ready, Art!",전시,https://ggc.ggcf.kr/cultureEvents/view/66037b6db09558557273fb5d,https://ggc.ggcf.kr/uploadimg/2023/file/해움새들_1711504107207.png,2024-03-26,2024-05-12,,,,031-906-3380,"해움새들, 고양특례시",https://haeumsaedeul.modoo.at/,2024-03-27
경기문화재단,선사인의 발명품,교육,https://ggc.ggcf.kr/cultureEvents/view/66037151b09558557273fb4e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711501619571.jpeg,2024-04-06,2024-06-08,,,"5,000원",경기도박물관 학예연구팀 031-288-5379,"경기문화재단, 경기도박물관",https://musenet.ggcf.kr/edus/298,2024-03-27
경기문화재단,진흙에 물들지 않는 연꽃처럼,전시,https://ggc.ggcf.kr/cultureEvents/view/660218f8a2d8862c97e6917e,https://ggc.ggcf.kr/uploadimg/2023/file/호암미술관_1711413493467.jpg,2024-03-27,2024-06-16,,,"14,000원",,호암미술관,http://www.hoammuseum.org/,2024-03-26
경기문화재단,진흙에 물들지 않는 연꽃처럼,전시,https://ggc.ggcf.kr/cultureEvents/view/660218f8a2d8862c97e6917e,https://ggc.ggcf.kr/uploadimg/2023/file/호암미술관_1711413493467.jpg,2024-03-27,2024-06-16,,,"14,000원",,호암미술관,http://www.hoammuseum.org/,2024-03-26
경기문화재단,진흙에 물들지 않는 연꽃처럼,전시,https://ggc.ggcf.kr/cultureEvents/view/660218f8a2d8862c97e6917e,https://ggc.ggcf.kr/uploadimg/2023/file/호암미술관_1711413493467.jpg,2024-03-27,2024-06-16,,,"14,000원",,호암미술관,http://www.hoammuseum.org/,2024-03-26
경기문화재단,진흙에 물들지 않는 연꽃처럼,전시,https://ggc.ggcf.kr/cultureEvents/view/660218f8a2d8862c97e6917e,https://ggc.ggcf.kr/uploadimg/2023/file/호암미술관_1711413493467.jpg,2024-03-27,2024-06-16,,,"14,000원",,호암미술관,http://www.hoammuseum.org/,2024-03-26
경기문화재단,진흙에 물들지 않는 연꽃처럼,전시,https://ggc.ggcf.kr/cultureEvents/view/660218f8a2d8862c97e6917e,https://ggc.ggcf.kr/uploadimg/2023/file/호암미술관_1711413493467.jpg,2024-03-27,2024-06-16,,,"14,000원",,호암미술관,http://www.hoammuseum.org/,2024-03-26
경기문화재단,다섯 발자국 숲,전시,https://ggc.ggcf.kr/cultureEvents/view/66012e529f4cedf36ff5a35b,https://ggc.ggcf.kr/uploadimg/2023/file/다섯발자국숲_1711353446116.jpg,2024-03-22,2025-02-09,,,무료,,국립현대미술관,https://mmca.go.kr/,2024-03-25
경기문화재단,Light Walk,전시,https://ggc.ggcf.kr/cultureEvents/view/660132ed9f4cedf36ff5a364,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711354593256.jpeg,2024-03-30,2024-04-28,,오전 11시-17:30까지,"성인 5,000원 그 외 4,000원",031-798-2581,닻미술관,https://www.datzmuseum.org/,2024-03-25
경기문화재단,다섯 발자국 숲,전시,https://ggc.ggcf.kr/cultureEvents/view/66012e529f4cedf36ff5a35b,https://ggc.ggcf.kr/uploadimg/2023/file/다섯발자국숲_1711353446116.jpg,2024-03-22,2025-02-09,,,무료,,국립현대미술관,https://mmca.go.kr/,2024-03-25
경기문화재단,다섯 발자국 숲,전시,https://ggc.ggcf.kr/cultureEvents/view/66012e529f4cedf36ff5a35b,https://ggc.ggcf.kr/uploadimg/2023/file/다섯발자국숲_1711353446116.jpg,2024-03-22,2025-02-09,,,무료,,국립현대미술관,https://mmca.go.kr/,2024-03-25
경기문화재단,Light Walk,전시,https://ggc.ggcf.kr/cultureEvents/view/660132ed9f4cedf36ff5a364,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711354593256.jpeg,2024-03-30,2024-04-28,,오전 11시-17:30까지,"성인 5,000원 그 외 4,000원",031-798-2581,닻미술관,https://www.datzmuseum.org/,2024-03-25
경기문화재단,다섯 발자국 숲,전시,https://ggc.ggcf.kr/cultureEvents/view/66012e529f4cedf36ff5a35b,https://ggc.ggcf.kr/uploadimg/2023/file/다섯발자국숲_1711353446116.jpg,2024-03-22,2025-02-09,,,무료,,국립현대미술관,https://mmca.go.kr/,2024-03-25
경기문화재단,Light Walk,전시,https://ggc.ggcf.kr/cultureEvents/view/660132ed9f4cedf36ff5a364,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711354593256.jpeg,2024-03-30,2024-04-28,,오전 11시-17:30까지,"성인 5,000원 그 외 4,000원",031-798-2581,닻미술관,https://www.datzmuseum.org/,2024-03-25
경기문화재단,다섯 발자국 숲,전시,https://ggc.ggcf.kr/cultureEvents/view/66012e529f4cedf36ff5a35b,https://ggc.ggcf.kr/uploadimg/2023/file/다섯발자국숲_1711353446116.jpg,2024-03-22,2025-02-09,,,무료,,국립현대미술관,https://mmca.go.kr/,2024-03-25
경기문화재단,Light Walk,전시,https://ggc.ggcf.kr/cultureEvents/view/660132ed9f4cedf36ff5a364,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711354593256.jpeg,2024-03-30,2024-04-28,,오전 11시-17:30까지,"성인 5,000원 그 외 4,000원",031-798-2581,닻미술관,https://www.datzmuseum.org/,2024-03-25
경기문화재단,영등달 마을나들이,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd28deba8ab6b79d34cab2,https://ggc.ggcf.kr/uploadimg/2023/file/캡처_1711089816741.PNG,2024-03-16,2024-04-07,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,봄 축제 '웰컴투조선_구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,자유낙하,전시,https://ggc.ggcf.kr/cultureEvents/view/65fd2741053a459baaaa3de1,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711089415503.PNG,2024-03-25,2024-04-14,,,,,,,2024-03-22
경기문화재단,웰컴투조선 구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,영등달 마을나들이,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd28deba8ab6b79d34cab2,https://ggc.ggcf.kr/uploadimg/2023/file/캡처_1711089816741.PNG,2024-03-16,2024-04-07,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,웰컴투조선 구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,자유낙하_청년작가 11인전,전시,https://ggc.ggcf.kr/cultureEvents/view/65fd2741053a459baaaa3de1,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711089415503.PNG,2024-03-25,2024-04-14,,,,,,,2024-03-22
경기문화재단,웰컴투조선 구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,자유낙하,전시,https://ggc.ggcf.kr/cultureEvents/view/65fd2741053a459baaaa3de1,https://ggc.ggcf.kr/uploadimg/2023/file/1_1711089415503.PNG,2024-03-25,2024-04-14,,,,,,,2024-03-22
경기문화재단,웰컴투조선 구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,웰컴투조선 구인구직의 난,행사,https://ggc.ggcf.kr/cultureEvents/view/65fd281eba8ab6b79d34cab0,https://ggc.ggcf.kr/uploadimg/2023/file/2_1711089593151.PNG,2024-03-23,2024-05-09,,,,,한국민속촌,https://www.koreanfolk.co.kr/,2024-03-22
경기문화재단,딸기에게 무슨 일이?,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80d3c6e52207e171003d5,https://ggc.ggcf.kr/uploadimg/2023/file/이미지1_1710755131045.jpg,2024-03-03,2024-04-27,,,"5,000원",경기북부어린이박물관,"경기문화재단, 경기북부어린이박물관",https://ngcm.ggcf.kr/edus/89,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,딸기에게 무슨 일이?,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80d3c6e52207e171003d5,https://ggc.ggcf.kr/uploadimg/2023/file/이미지1_1710755131045.jpg,2024-03-03,2024-04-27,,,"5,000원",경기북부어린이박물관,"경기문화재단, 경기북부어린이박물관",https://ngcm.ggcf.kr/edus/89,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,딸기에게 무슨 일이?,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80d3c6e52207e171003d5,https://ggc.ggcf.kr/uploadimg/2023/file/이미지1_1710755131045.jpg,2024-03-03,2024-04-27,,,"5,000원",경기북부어린이박물관,"경기문화재단, 경기북부어린이박물관",https://ngcm.ggcf.kr/edus/89,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,딸기에게 무슨 일이?,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80d3c6e52207e171003d5,https://ggc.ggcf.kr/uploadimg/2023/file/이미지1_1710755131045.jpg,2024-03-03,2024-04-27,,,"5,000원",경기북부어린이박물관,"경기문화재단, 경기북부어린이박물관",https://ngcm.ggcf.kr/edus/89,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,딸기에게 무슨 일이?,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80d3c6e52207e171003d5,https://ggc.ggcf.kr/uploadimg/2023/file/이미지1_1710755131045.jpg,2024-03-03,2024-04-27,,,"5,000원",경기북부어린이박물관,"경기문화재단, 경기북부어린이박물관",https://ngcm.ggcf.kr/edus/89,2024-03-18
경기문화재단,실~하게 놀자!,교육,https://ggc.ggcf.kr/cultureEvents/view/65f80dde6e52207e171003d6,https://ggc.ggcf.kr/uploadimg/2023/file/포스터_1710755293361.jpg,2024-03-09,2024-11-24,,,무료,실학박물관,"경기문화재단, 실학박물관",https://silhak.ggcf.kr/edus/594,2024-03-18
경기문화재단,황혜성 개인전,전시,https://ggc.ggcf.kr/cultureEvents/view/65e7c070efd5cfaaadf1c9a4,https://ggc.ggcf.kr/uploadimg/2023/file/4100a1751709616784306_1709686849034.jpeg,2024-03-01,2024-03-28,,,,031-323-1968,,,2024-03-06
경기문화재단,황혜성 개인전,전시,https://ggc.ggcf.kr/cultureEvents/view/65e7c070efd5cfaaadf1c9a4,https://ggc.ggcf.kr/uploadimg/2023/file/4100a1751709616784306_1709686849034.jpeg,2024-03-01,2024-03-28,,,,031-323-1968,,,2024-03-06
